Id,SalePrice
1461,112578.43674876392
1462,159150.4835372805
1463,186307.35012957183
1464,196793.30786803763
1465,205368.70429512605
1466,169743.20319734493
1467,175266.8315192859
1468,156320.3945105661
1469,212259.51331458523
1470,114780.3857491131
1471,154240.8030441012
1472,97444.39907313848
1473,93332.48532553969
1474,146026.8543387086
1475,106237.87640791238
1476,375858.3081440297
1477,262205.8123193277
1478,312048.5941215167
1479,304214.6859073159
1480,485620.4293404659
1481,309854.76192247437
1482,204248.35055789803
1483,176753.5673672237
1484,161357.3928763295
1485,177681.99237141237
1486,187941.53579160073
1487,335043.73905912053
1488,219659.9998532704
1489,203607.83408378283
1490,256437.90405827682
1491,201488.5672573373
1492,102386.81956223951
1493,185240.86542279614
1494,304772.9898382772
1495,288834.30287721695
1496,243423.24731858456
1497,175531.30049117436
1498,175538.9820249843
1499,162592.91763274363
1500,149015.10953503827
1501,196192.33418244057
1502,133653.02853268292
1503,357088.92179717624
1504,233254.65252191134
1505,224490.30846983273
1506,192585.4446405905
1507,257496.76462991073
1508,196561.2705273816
1509,154489.6408219339
1510,143655.49556641365
1511,160477.82745202022
1512,175152.18201826085
1513,151092.5724463204
1514,169889.37950985928
1515,207644.20977221438
1516,152383.12812578588
1517,182601.5499560388
1518,121335.33820802628
1519,221267.22541657966
1520,119125.78693619827
1521,134314.54995078297
1522,188078.09422941526
1523,111752.12329711227
1524,123554.90043384113
1525,116220.35995466998
1526,103982.55011847767
1527,102037.9345062999
1528,130354.48387626914
1529,160702.60941669033
1530,211637.25504309768
1531,128977.14198181767
1532,92057.79983811974
1533,166423.41319794665
1534,126588.15258301742
1535,150906.4510009593
1536,93543.91312375682
1537,46118.10597292663
1538,151654.95928268667
1539,206767.89212811695
1540,118761.25221847702
1541,142257.04013437798
1542,166126.8275798915
1543,188517.94524389776
1544,75085.13194637318
1545,120170.53990523855
1546,137581.9186202861
1547,136059.38469261082
1548,150843.78731414877
1549,126351.75673482587
1550,143204.77012110935
1551,104180.54478804205
1552,153007.52955382862
1553,156860.24513804002
1554,113308.6184644142
1555,157249.62859717474
1556,57392.05296919937
1557,140392.89267739395
1558,107281.9828068878
1559,61687.90613699137
1560,116074.53295207597
1561,150782.73020872314
1562,130849.1716479446
1563,128398.12174120662
1564,162718.06443489718
1565,157914.68281206492
1566,228161.92395278133
1567,72146.67706821568
1568,220057.7440164305
1569,136077.12953299808
1570,125386.09638951044
1571,81849.0283429923
1572,151020.29858866145
1573,267953.9594312463
1574,136002.87057486188
1575,232395.2702716977
1576,230453.31727664717
1577,181655.33895775696
1578,158116.82817629832
1579,133926.72215604503
1580,190134.51215433932
1581,152229.41454520545
1582,133993.25415710203
1583,282087.741572825
1584,219900.28082208688
1585,134551.59522181837
1586,81842.6674270785
1587,103680.09806358485
1588,152039.50783579817
1589,105522.7906909243
1590,122863.05344078536
1591,90041.13169488093
1592,127738.73936492938
1593,128800.71335611539
1594,147746.1019133803
1595,117360.00016284769
1596,230353.9664216652
1597,210314.608211734
1598,212783.20976108857
1599,193565.27720729835
1600,171407.1026974978
1601,51497.05107057621
1602,128883.28013070524
1603,36828.4666899266
1604,272302.99320764653
1605,224240.70704706703
1606,148457.3518714561
1607,167900.8168968706
1608,199731.2826791825
1609,190191.07452530492
1610,150314.58499923747
1611,126980.10098535026
1612,186662.1286502198
1613,164331.31815926058
1614,136722.70213803236
1615,96035.17229104461
1616,72432.3250499941
1617,84093.70992570376
1618,134546.3137414283
1619,143356.554706049
1620,189986.86182550088
1621,129922.38760600303
1622,150060.68965762635
1623,254741.94010472894
1624,198203.27533238803
1625,116410.64119877099
1626,167441.06123134764
1627,190711.50494631057
1628,275955.15083748463
1629,176625.19378884588
1630,365255.17623724474
1631,253701.93820724383
1632,250756.2702270005
1633,170693.37875661222
1634,180948.0203396315
1635,169786.62675188915
1636,144440.62486697422
1637,200526.20254430108
1638,177852.24814995073
1639,182366.4631318771
1640,235799.96084219628
1641,181067.56492175584
1642,250572.66752407353
1643,219085.2849281802
1644,236514.7616504427
1645,218119.46419210828
1646,155654.37442219633
1647,155265.9889147647
1648,128086.62862799573
1649,126305.19911205379
1650,105562.95406470206
1651,112156.08992712121
1652,98131.0333158173
1653,94335.92219824967
1654,144854.41340837415
1655,121245.06092566578
1656,140768.02784996768
1657,154469.73283911133
1658,145705.07766315006
1659,126924.5683404232
1660,148911.42942663594
1661,440393.88551399356
1662,386680.43725272664
1663,387216.6377320101
1664,533612.4003295099
1665,333770.49966327765
1666,324440.7345104343
1667,377023.6770866662
1668,360504.1082863938
1669,318684.44780714135
1670,363396.5718015772
1671,269643.4883564856
1672,408970.38721649605
1673,290161.00550976093
1674,246152.10752137812
1675,202867.27491928768
1676,206072.63105837212
1677,217060.1942509639
1678,474140.94553490705
1679,388527.3028420444
1680,341853.2440884666
1681,280431.1020640646
1682,321091.3929419168
1683,191557.02230355397
1684,168769.39198514694
1685,168397.9094574021
1686,160917.85681277522
1687,161048.9608115334
1688,180193.3513517468
1689,184282.35899328566
1690,187682.5983388777
1691,176337.02422903248
1692,247419.74632888022
1693,168883.161180085
1694,180420.9177146211
1695,167018.33458376655
1696,263417.0821087761
1697,175998.63340185655
1698,341512.7324740025
1699,333752.29308277974
1700,271885.57220736553
1701,280114.493595515
1702,236501.95828703864
1703,228692.16205035787
1704,269111.9362381967
1705,240414.54993926475
1706,191312.25297741083
1707,224982.46473878945
1708,203000.6429274991
1709,247873.2582239569
1710,219930.5157255101
1711,267966.24510650814
1712,253377.2731171839
1713,282205.7469306934
1714,227551.70642166972
1715,208558.98356361195
1716,186945.3473538645
1717,175085.51092402372
