Id,SalePrice
1461,132080.07502988714
1462,189582.15288979583
1463,208439.5120901937
1464,205737.9166726057
1465,180604.37597479686
1466,182397.27664359877
1467,196794.27325816537
1468,168720.72678611797
1469,193912.09205970113
1470,132127.4934060623
1471,206302.8484549348
1472,99565.6238289913
1473,109232.87930401725
1474,150672.1469345501
1475,93260.90681841901
1476,291643.3878508986
1477,238882.60983992764
1478,259933.39708105545
1479,259889.40361480587
1480,415022.0492231258
1481,297036.3184865815
1482,194085.4873330774
1483,191846.18884421495
1484,166164.47479338213
1485,161624.92224832455
1486,198630.3445062993
1487,313802.7089261702
1488,240509.27024571857
1489,195350.68657967742
1490,253013.07048840876
1491,198978.26712834154
1492,85455.21233296904
1493,199404.402254676
1494,271158.0145266916
1495,279337.1347396775
1496,228226.53806466097
1497,189519.67102580192
1498,154460.93762567532
1499,153843.76156114452
1500,161017.2593099388
1501,195932.07409535558
1502,136590.85423455088
1503,258347.3701138421
1504,230634.24163979705
1505,235730.5484216278
1506,222218.41884838024
1507,288806.06834793556
1508,222372.83049760162
1509,162225.3186262774
1510,168108.84151513933
1511,167107.78037699527
1512,213868.36038116599
1513,155413.34382154993
1514,219669.19928210723
1515,251546.46364392893
1516,152107.99982247362
1517,169567.1059345713
1518,170505.76751233797
1519,253741.6844525701
1520,139068.55660005994
1521,148584.045687703
1522,194020.86418356065
1523,113869.87491574757
1524,105924.14867535862
1525,120198.78863563297
1526,98784.21692619532
1527,105290.44369613576
1528,143231.78018866203
1529,141418.80687585188
1530,216267.4304265585
1531,133005.5974854479
1532,83753.38311717163
1533,149980.34348168402
1534,118760.1629208953
1535,186543.8434490443
1536,120645.0130199618
1537,86622.57619221424
1538,148404.49859327532
1539,177588.23109703162
1540,138532.2529638238
1541,143844.75513922432
1542,173477.7257607551
1543,192488.3851281961
1544,61200.92605921989
1545,93681.68411754147
1546,105050.31580222522
1547,134974.65878640593
1548,124661.68929398652
1549,114491.82450277421
1550,132361.9618106342
1551,113344.44423109252
1552,163575.48955144384
1553,144009.65375795003
1554,104534.62280521872
1555,192883.02975836708
1556,86172.58672338174
1557,119603.39762787754
1558,74463.42908008257
1559,124347.74786948375
1560,129565.34737066983
1561,199559.58322149407
1562,127196.47164723882
1563,118492.33249900928
1564,191137.24306397582
1565,147135.40232700834
1566,231929.75099036033
1567,64117.14806681287
1568,243683.44659505103
1569,163986.81619085217
1570,122546.72143319788
1571,115134.19603800264
1572,165130.8701883561
1573,247550.18802630517
1574,151558.63095256104
1575,246108.42479231863
1576,247897.29740344078
1577,191731.6645595586
1578,123667.53566860427
1579,158811.1776165799
1580,197740.60852873503
1581,150425.4065062215
1582,120729.3318188296
1583,315218.6387653649
1584,234478.74146882337
1585,146213.9980290458
1586,58335.616261472605
1587,82869.93345157405
1588,168140.88226181368
1589,110346.02128719863
1590,133882.4312385285
1591,88649.79918974987
1592,139365.54291200836
1593,93729.95166749452
1594,175045.05649034647
1595,123413.13151177243
1596,219962.0879046506
1597,215183.5294690276
1598,182638.14490014335
1599,156093.2118767942
1600,158376.12528121346
1601,47086.240008713066
1602,120537.6489933113
1603,67582.58825367507
1604,258336.13357194228
1605,236158.15815947368
1606,174478.41138271225
1607,238655.65865891866
1608,208603.3270101465
1609,184779.8970037188
1610,162278.30035539862
1611,148099.6274747777
1612,205330.6219893291
1613,200560.44644516
1614,130875.78834707878
1615,88425.76846352257
1616,79618.0951216893
