Id,SalePrice
1461,163010.58265378268
1462,163029.0987742149
1463,163041.13972446215
1464,162993.06653570564
1465,162937.5010791749
1466,162993.03684672448
1467,162967.18427553304
1468,162972.0956857191
1469,162995.6722325337
1470,162969.62748724586
1471,162945.8646510001
1472,162914.62997947587
1473,162914.99359923592
1474,162919.0986396286
1475,162916.92965796945
1476,163035.7619234319
1477,163032.3091222024
1478,163016.8771028663
1479,163048.46014144563
1480,163057.1712838932
1481,163044.9596118737
1482,162959.46554170083
1483,163081.8506212791
1484,162923.77185870157
1485,163031.83096965455
1486,162975.87064680498
1487,163080.57873919886
1488,162983.92599929203
1489,162982.9528403676
1490,163000.23418126514
1491,163017.99076143635
1492,162987.4661254784
1493,163057.50957858603
1494,163036.87979907845
1495,163012.9358154618
1496,162937.806993258
1497,162926.88188291408
1498,162922.2622444042
1499,162918.7306157492
1500,162919.00970391766
1501,162923.4625317068
1502,162917.55592029213
1503,163031.43084814778
1504,162962.8860692656
1505,162970.26691932758
1506,163003.7660646277
1507,163009.32316635872
1508,163085.91721172543
1509,162987.5909091898
1510,162987.55264769978
1511,162990.98827717855
1512,162991.03064701325
1513,163000.62860345544
1514,163036.87332701078
1515,162995.09506463443
1516,163074.29014285363
1517,163009.0597954352
1518,162974.62728167776
1519,162972.84307360658
1520,162967.2192389324
1521,163001.370235627
1522,162994.99165856652
1523,162971.16801787412
1524,163002.40330395542
1525,163001.4975922384
1526,163035.16575234596
1527,162963.5069869369
1528,162966.61952395467
1529,162962.5650222756
1530,162990.86351483947
1531,162936.66414023432
1532,162930.0107549164
1533,162944.27082366287
1534,162953.73388007923
1535,163017.09515842202
1536,162969.63399474238
1537,162984.6883900792
1538,162987.8349485215
1539,162982.39840749648
1540,162983.7308951756
1541,162999.2828407521
1542,162945.01819639973
1543,162968.7124961204
1544,162933.17929831333
1545,162943.12629218205
1546,162943.75590872005
1547,162948.90466897466
1548,162945.1100275673
1549,162945.46950877397
1550,162948.60899548797
1551,162945.78780718258
1552,162971.44711497796
1553,163028.83127008085
1554,162921.75502770502
1555,163058.25030757417
1556,162998.2625201928
